Topflight,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Club_member,Any_cc_miles_12mo,Phone_sale
1,164884,0,35226,18,1734,2,0,1,No
0,29707,0,300,3,0,0,0,0,No
0,26325,0,14559,20,1310,2,0,1,No
0,28553,0,13844,5,0,0,0,1,No
0,152421,0,17045,20,500,1,0,1,No
0,17699,0,0,0,0,0,0,0,No
1,70565,2408,25261,15,750,2,0,1,Yes
0,15450,0,50,1,50,1,0,0,No
0,71736,0,53602,25,50,1,0,1,No
0,37926,0,25153,7,0,0,1,1,No
0,58628,0,22581,13,0,0,0,1,No
1,31007,0,5700,6,1200,4,0,0,No
1,11494,0,8425,15,4700,11,0,0,Yes
0,27469,0,1,3,0,0,0,1,No
0,44760,0,3105,6,100,2,0,1,No
0,7210,0,2402,13,0,0,0,1,No
0,92402,0,40825,14,0,0,1,1,No
0,22831,0,4500,15,0,0,0,0,Yes
0,59113,0,46808,32,0,0,0,1,No
0,24608,0,62774,21,0,0,0,1,No
0,16103,0,10819,13,0,0,0,1,No
0,51261,0,2000,4,2000,4,0,0,No
0,24698,0,1329,5,500,1,0,1,No
0,88177,0,53468,19,400,1,0,1,No
1,74453,0,5500,3,0,0,0,0,No
0,39601,0,4066,12,0,0,0,1,Yes
0,1227,0,0,0,0,0,0,0,Yes
1,138254,0,24100,9,0,0,0,0,No
0,18046,0,162,4,0,0,0,1,No
0,108395,0,8598,8,0,0,0,1,Yes
0,21839,0,1375,4,0,0,0,0,No
0,11542,0,49100,16,1500,3,0,1,No
0,41648,0,32117,35,2200,5,0,1,No
0,39908,0,45824,29,0,0,0,1,No
0,14889,0,1500,2,0,0,0,0,No
0,103796,0,63335,26,250,1,0,1,No
0,69323,0,5140,2,0,0,0,1,Yes
0,21599,0,5561,13,0,0,0,1,No
0,60936,0,56381,17,0,0,0,1,No
1,148053,0,10250,2,250,1,1,0,No
0,10702,0,200,2,200,2,0,0,No
0,249,0,1000,1,0,0,0,0,No
1,36290,0,8600,13,2600,9,0,0,No
0,157416,0,67795,16,0,0,0,1,No
0,1511,0,2250,11,0,0,0,0,No
0,184701,0,45629,13,500,1,0,1,No
0,139298,0,0,0,0,0,0,0,No
0,82380,0,2601,13,0,0,0,1,No
1,115591,867,9500,20,2500,16,1,0,No
1,107333,0,4374,5,1874,4,0,0,No
1,737514,0,43993,40,2150,7,1,1,No
0,23023,0,0,0,0,0,1,0,No
1,43403,1846,3350,12,3350,12,0,0,No
0,15719,0,5740,13,0,0,0,1,No
1,128676,0,8500,3,0,0,0,0,No
1,8836,0,4788,6,808,3,0,0,No
1,94875,0,58314,25,800,7,0,1,No
0,27243,0,6785,12,0,0,0,1,No
0,64969,0,1135,13,0,0,0,1,No
0,6112,0,0,0,0,0,0,0,No
0,71784,0,39276,20,0,0,0,1,No
0,31484,0,3125,11,0,0,0,0,Yes
0,17995,0,0,0,0,0,1,0,No
0,40994,0,26916,15,500,1,0,1,No
1,286101,1000,72965,31,3000,11,1,1,No
0,205219,0,30347,19,0,0,0,1,No
0,74777,0,20630,8,0,0,0,1,No
0,218191,0,24630,17,0,0,0,1,No
0,22132,0,0,0,0,0,0,0,No
1,83508,1514,11268,13,2176,2,1,1,No
0,88122,0,19408,13,0,0,0,1,No
0,152284,0,77045,38,1648,10,0,1,No
0,4146,0,3750,9,0,0,0,0,No
0,25272,0,0,0,0,0,0,0,No
0,21855,0,200,3,0,0,0,0,No
0,63454,0,49068,13,0,0,0,1,Yes
0,24292,0,6558,10,0,0,0,1,No
1,60168,0,44133,16,0,0,0,1,No
1,9554,0,2710,3,0,0,0,0,No
0,30130,0,9192,15,0,0,0,1,Yes
0,12665,0,4125,24,0,0,0,0,No
0,9860,0,99,1,99,1,0,0,No
0,10069,0,200,1,0,0,0,0,No
0,2224,0,0,0,0,0,0,0,No
0,40576,0,0,0,0,0,0,0,No
0,5667,0,5667,4,0,0,0,1,Yes
0,59791,0,3254,7,0,0,0,1,No
1,128664,8019,44298,16,50,1,0,1,No
0,126947,0,2350,2,350,1,1,0,No
0,189235,0,20487,20,0,0,0,1,No
0,38604,0,625,5,0,0,0,0,No
0,73008,0,12930,18,0,0,0,1,No
1,62942,500,4752,8,2121,6,0,1,No
0,33057,763,5190,5,0,0,0,1,No
0,42572,0,21809,14,100,1,0,1,No
1,38671,0,2200,9,1000,5,0,0,No
0,5320,0,2275,9,0,0,0,0,No
0,228529,0,24687,14,500,1,0,1,No
1,46272,0,5720,10,800,3,0,0,No
0,113758,0,12616,14,0,0,0,1,No
0,105458,0,750,4,700,2,0,0,No
0,39946,0,16951,14,0,0,1,1,No
0,92859,0,33378,15,0,0,0,1,No
0,25158,0,52278,17,0,0,0,1,No
0,82270,0,24612,6,0,0,0,1,No
0,97155,0,10004,3,0,0,0,1,No
1,153197,0,14712,17,100,1,0,1,No
0,55864,0,3691,6,500,1,0,0,No
0,23890,0,35574,19,0,0,0,1,No
0,46545,1000,0,0,0,0,0,0,No
0,7354,0,0,0,0,0,0,0,No
0,45031,0,1000,1,0,0,1,0,No
0,16125,0,23288,17,0,0,0,1,No
0,200,0,200,1,200,1,0,0,No
1,195754,0,98535,40,2550,9,0,1,No
0,54189,0,8940,17,0,0,0,1,No
0,15439,0,490,3,0,0,0,0,No
0,56308,0,2500,3,1000,2,0,0,No
0,1000,0,0,0,0,0,0,0,No
0,45412,0,1100,3,1100,3,0,0,No
0,21582,0,10811,15,0,0,0,1,No
0,16866,0,0,0,0,0,0,0,No
0,86011,0,31769,18,0,0,0,1,No
0,31786,0,2661,10,0,0,0,1,Yes
0,16994,0,1550,3,1050,2,0,0,No
0,5824,0,0,0,0,0,0,0,No
0,17587,0,17587,7,0,0,0,1,No
0,1000,0,0,0,0,0,1,0,No
0,91670,0,48193,17,1000,2,0,1,No
0,92800,0,62042,23,350,1,0,1,No
0,31134,0,20108,17,0,0,0,1,No
0,57002,0,2570,13,0,0,0,1,No
0,66516,0,45406,16,200,1,0,1,Yes
0,18154,0,7748,16,0,0,0,1,No
1,320997,2556,82255,24,0,0,0,1,No
0,14345,0,50752,16,0,0,0,1,No
1,43603,0,17100,4,100,1,0,0,No
0,1836,0,850,4,350,3,0,0,No
0,156041,0,5644,13,0,0,0,1,No
1,49145,0,12755,22,2450,7,0,1,Yes
0,11648,0,475,4,0,0,0,0,No
0,14525,0,4625,28,0,0,0,0,Yes
0,10689,0,2750,15,0,0,0,0,No
0,37552,0,100,1,0,0,0,0,No
0,210350,0,56754,14,0,0,0,1,No
0,26156,0,23831,16,0,0,0,1,No
0,32061,0,1100,6,0,0,0,0,No
1,355145,0,61926,29,806,8,1,1,No
0,6000,0,0,0,0,0,0,0,No
0,30892,0,11474,11,0,0,0,1,No
0,29263,0,15184,13,0,0,0,1,Yes
0,221432,0,31975,21,0,0,0,1,No
0,43761,0,5398,16,0,0,0,1,No
0,21393,0,5040,2,0,0,0,1,No
1,108950,0,3300,9,3300,9,0,0,No
0,25089,0,40763,19,550,2,0,1,Yes
0,77709,0,36028,19,100,2,0,1,No
0,22533,1000,22206,17,100,1,0,1,No
0,25302,0,11312,13,0,0,0,1,No
0,11908,0,0,0,0,0,0,0,No
0,176982,0,2299,9,0,0,0,1,No
0,8723,0,77923,15,0,0,0,1,No
0,9071,0,1647,9,0,0,0,1,No
0,144848,0,37056,15,0,0,0,1,No
0,130364,0,62083,15,250,1,0,1,No
0,15592,4924,37173,13,0,0,0,1,No
0,25404,0,2125,7,500,1,0,0,No
0,34584,0,6962,21,1500,7,0,1,No
0,32313,0,29188,27,0,0,0,1,No
1,168897,0,37451,24,400,2,0,1,No
1,68891,1697,37257,14,500,1,0,1,No
0,18068,0,0,0,0,0,0,0,No
0,137134,0,92740,20,0,0,0,1,Yes
0,26561,0,100,1,0,0,0,0,No
0,22093,0,14857,11,200,1,0,1,No
0,58538,1739,48670,19,500,2,0,1,No
0,29667,0,5304,19,0,0,0,1,No
0,88093,0,15518,13,343,1,0,1,Yes
1,472241,500,3600,12,3500,11,1,0,No
0,62569,0,33765,19,50,1,0,1,No
0,20982,0,44238,18,0,0,0,1,No
0,44665,0,333,2,333,2,0,0,No
0,22639,0,1840,4,0,0,0,0,No
1,120152,0,6250,27,3750,26,0,0,No
0,51402,0,4375,14,0,0,0,0,No
0,32749,0,450,3,450,3,0,0,Yes
0,170309,0,66546,20,4130,4,0,1,No
0,18924,0,4000,18,0,0,0,0,No
0,61919,0,39163,14,350,1,0,1,No
0,193547,0,3544,12,0,0,0,1,No
0,57927,0,1500,3,1500,3,0,0,Yes
0,161321,0,59645,21,0,0,0,1,Yes
1,66936,2370,3450,5,950,4,0,0,No
0,72178,0,2100,10,0,0,0,0,No
0,33964,0,300,3,0,0,0,0,No
1,94272,0,11098,16,0,0,0,1,Yes
0,53360,0,7251,5,6251,4,0,0,No
0,3578,0,0,0,0,0,0,0,No
0,29342,0,5835,4,0,0,0,1,Yes
0,28228,0,12948,13,300,1,0,1,No
0,118601,0,51240,19,0,0,0,1,No
0,24660,0,7206,14,0,0,1,1,No
0,147822,0,42469,18,0,0,0,1,No
0,190208,0,37122,38,1800,6,0,1,No
0,2625,0,125,1,0,0,0,0,No
0,49438,0,33912,14,0,0,0,1,Yes
0,24930,0,13060,9,0,0,0,1,No
0,89835,0,9058,11,0,0,0,1,Yes
0,46734,0,10007,18,0,0,1,1,Yes
1,315273,0,12584,9,4084,4,0,0,No
0,50,0,50,1,50,1,0,0,No
0,97416,0,63679,29,0,0,1,1,No
0,127768,0,65264,21,250,1,0,1,No
0,139882,0,47089,15,0,0,0,1,No
0,10740,0,0,0,0,0,0,0,No
0,57330,0,380,3,0,0,0,0,No
0,33560,0,2600,14,0,0,0,0,No
0,53210,0,11422,10,0,0,0,1,Yes
0,9795,0,0,0,0,0,0,0,No
0,16984,0,10334,15,0,0,0,1,No
0,46349,0,33923,20,1100,2,0,1,No
0,118079,0,43298,16,500,1,0,1,No
0,29632,0,0,0,0,0,1,0,No
0,164307,0,21704,14,0,0,0,1,No
0,13490,0,0,0,0,0,0,0,No
0,36296,0,5780,6,0,0,0,1,No
1,190429,6168,27500,11,1500,3,0,0,No
0,120447,0,53804,15,350,1,0,1,No
0,35094,0,4000,11,0,0,0,0,No
1,208804,0,56204,31,500,1,1,1,No
0,30662,0,0,0,0,0,0,0,No
0,157452,0,45312,18,0,0,0,1,Yes
0,24266,0,2375,12,0,0,0,0,No
1,49991,0,44146,27,2510,4,0,1,No
1,42275,925,4100,6,1600,5,0,0,No
0,59162,0,2520,7,0,0,0,1,No
1,109625,0,63372,19,500,1,0,1,No
1,30486,0,0,0,0,0,0,0,No
1,240904,2288,63385,22,350,1,0,1,No
1,266776,0,8370,30,6520,28,1,0,No
0,20818,0,15214,4,0,0,0,1,Yes
0,106509,0,1113,7,0,0,1,1,No
1,65982,0,1750,4,750,3,0,0,No
0,9002,0,1586,9,0,0,0,1,No
0,16088,0,17872,15,0,0,1,1,No
0,10079,0,569,8,0,0,0,1,No
1,48863,0,71013,18,1050,3,0,1,No
1,137402,0,950,6,200,3,0,0,No
1,71076,1000,10000,1,0,0,0,0,No
0,20630,0,2045,4,0,0,0,0,No
1,119180,1467,9275,20,1300,6,0,0,Yes
1,54116,1846,34997,14,0,0,0,1,No
0,36665,0,1625,6,0,0,0,0,No
1,507371,0,51765,18,450,1,0,1,No
0,48721,0,18781,12,300,3,0,1,Yes
1,391222,0,27471,20,1600,7,0,1,No
1,88668,0,9889,15,100,1,0,1,No
0,46074,0,2193,11,0,0,0,1,No
0,1923,0,1170,2,0,0,0,0,No
0,46030,0,4375,27,0,0,0,0,No
0,31236,0,2250,13,0,0,0,0,No
0,18351,0,0,0,0,0,0,0,No
0,4779,0,600,2,0,0,1,0,No
1,124775,1704,11564,8,700,2,0,0,No
0,66923,0,17139,12,0,0,0,1,No
0,24008,0,540,3,0,0,0,0,No
1,118415,2329,4475,10,100,1,0,0,No
0,2793,0,8000,3,0,0,0,0,No
1,70464,0,4000,4,1000,2,0,0,No
0,71930,0,32774,13,500,1,1,1,Yes
1,126484,0,5942,13,3192,11,0,0,No
0,39503,0,16671,18,2339,2,0,1,No
0,7291,0,0,0,0,0,0,0,No
0,4838,0,23592,16,500,1,0,1,No
1,73811,0,25394,14,1000,2,0,1,No
0,156219,0,55874,24,0,0,0,1,No
0,114376,0,33949,15,0,0,1,1,No
0,23965,0,7308,16,550,3,0,1,No
0,45766,0,4550,11,1300,7,0,0,No
1,57857,1099,62650,37,12400,29,0,0,Yes
0,19998,0,4309,13,0,0,0,1,No
0,29506,0,4826,16,500,2,0,1,No
0,6020,1505,0,0,0,0,0,0,No
0,27989,0,25369,16,2729,2,0,1,No
0,21933,0,27166,15,550,1,0,1,No
0,58758,0,6500,38,0,0,0,0,Yes
0,86069,0,35282,21,0,0,0,1,No
0,8350,0,2125,10,0,0,0,0,No
0,26862,0,15510,15,0,0,0,1,No
0,133853,0,68136,14,0,0,0,1,No
0,72623,0,0,0,0,0,0,0,No
0,36887,0,9048,11,0,0,0,1,No
0,49737,0,60922,22,550,2,1,1,No
0,53869,0,6750,26,0,0,0,0,No
0,5264,0,0,0,0,0,0,0,No
0,132132,6920,20443,18,1310,4,0,1,No
1,319241,0,71867,36,0,0,0,1,No
1,333346,2139,52013,31,4309,12,0,1,No
0,22459,0,104,2,0,0,0,1,No
0,65021,0,10369,12,0,0,0,1,No
0,44205,0,28340,13,0,0,0,1,No
0,18433,0,3174,9,0,0,0,1,No
0,6341,0,3658,12,0,0,0,1,No
0,3641,0,1164,3,0,0,0,1,No
0,39207,0,965,3,0,0,0,0,Yes
0,63362,0,16331,15,350,1,0,1,No
1,220267,0,8500,4,0,0,0,0,No
0,329,0,23492,14,0,0,1,1,No
0,22424,0,648,2,0,0,0,1,No
0,36805,0,13018,16,0,0,1,1,No
0,63437,0,7160,15,0,0,1,1,No
0,8962,4481,0,0,0,0,0,0,No
0,7922,0,0,0,0,0,0,0,No
0,113731,0,1700,5,700,4,0,0,No
0,12612,0,0,0,0,0,0,0,No
0,45916,0,675,6,500,2,0,0,No
0,51324,0,20533,14,0,0,0,1,No
0,412,0,13000,1,0,0,0,0,Yes
0,8103,0,2750,15,0,0,0,0,No
1,91237,0,78864,26,0,0,1,1,Yes
0,17388,0,0,0,0,0,0,0,No
0,52046,0,1058,8,683,7,0,0,No
0,50015,0,20839,16,50,1,0,1,No
1,45340,0,14063,16,500,1,0,1,No
1,200963,0,6164,4,150,1,0,0,No
0,85884,0,7742,9,0,0,0,1,No
0,4236,0,3000,7,0,0,0,0,No
1,55843,0,6000,3,0,0,0,0,No
0,43000,0,1273,4,173,1,0,0,No
0,5573,0,1958,17,0,0,0,1,No
0,2080,0,0,0,0,0,0,0,No
0,43686,0,4039,12,0,0,1,1,No
0,11001,0,255,5,0,0,0,0,No
0,10146,0,26633,12,0,0,0,1,Yes
0,35062,0,16237,26,0,0,0,1,No
0,11866,0,6139,9,0,0,0,1,No
0,41048,0,1195,3,0,0,0,0,Yes
0,25004,0,1113,3,0,0,0,1,No
1,194074,1448,12500,6,0,0,0,0,No
0,65952,0,34770,14,0,0,0,1,No
0,265532,0,4652,13,0,0,0,1,No
0,61286,0,1500,5,0,0,0,0,No
0,118177,0,20910,18,402,1,0,1,No
1,183370,0,30988,14,12988,9,1,0,No
0,98608,0,969,12,0,0,0,1,No
0,22529,0,5115,20,3400,16,0,0,No
1,2502,0,15500,4,500,1,0,0,No
0,123430,0,49987,17,0,0,0,1,No
0,36219,0,4044,10,0,0,0,1,Yes
1,61405,250,32316,20,1350,8,0,1,No
0,3789,0,181,3,0,0,0,1,No
0,16065,0,0,0,0,0,0,0,No
0,404142,0,75509,13,0,0,0,1,No
0,28733,0,0,0,0,0,0,0,No
0,26965,0,7346,13,0,0,0,1,Yes
0,278437,0,50888,26,0,0,0,1,No
0,5074,0,500,1,0,0,0,0,No
0,43338,0,1000,4,1000,4,0,0,No
0,23551,0,2375,12,0,0,0,0,No
0,32015,0,6000,6,0,0,0,0,No
0,65435,0,1000,2,500,1,0,0,No
0,39079,0,3070,5,0,0,0,0,No
0,108616,0,36476,13,0,0,0,1,No
0,80154,0,47270,14,0,0,1,1,Yes
0,25563,0,303,8,0,0,0,1,No
1,18007,0,33237,15,0,0,1,1,No
0,51752,0,25962,20,0,0,0,1,No
0,21540,0,1188,9,0,0,0,1,No
0,233057,0,102840,11,0,0,0,1,No
0,196079,0,56890,21,0,0,0,1,No
1,276607,0,11430,14,6430,11,1,0,No
0,20681,0,0,0,0,0,0,0,No
0,155278,0,27200,16,0,0,0,1,No
1,194949,0,10121,13,4621,10,0,0,No
1,307260,783,40533,24,250,1,0,1,No
0,105588,0,22973,3,0,0,0,1,Yes
0,41366,0,27148,15,0,0,0,1,No
0,59445,0,5500,21,500,2,0,0,No
1,130920,2643,30299,20,1100,6,0,1,No
0,49777,2360,12241,12,0,0,0,1,No
0,58778,0,28325,13,0,0,0,1,No
0,38224,0,2587,10,0,0,0,1,No
0,93700,0,58745,14,0,0,1,1,Yes
1,533120,0,120983,18,0,0,0,1,Yes
0,34941,0,23718,16,0,0,0,1,Yes
0,115197,0,17638,24,0,0,0,1,No
0,31230,0,815,5,815,5,0,0,No
0,98604,0,17490,15,0,0,0,1,No
0,385195,0,0,0,0,0,0,0,No
1,136104,0,68988,51,2069,8,0,1,No
0,23984,0,2737,14,0,0,0,1,No
0,169947,0,48140,21,0,0,1,1,No
0,71264,0,94161,17,1000,2,0,1,Yes
0,71610,0,20918,14,0,0,0,1,No
0,151152,0,13635,21,1100,1,0,1,No
1,164178,2364,35314,23,1100,3,1,1,No
0,18601,0,100,1,0,0,0,0,No
0,49331,0,23572,12,100,1,0,1,No
0,43326,0,4164,12,0,0,0,1,No
0,12112,0,0,0,0,0,0,0,No
1,98343,0,31961,16,0,0,0,1,No
0,83006,0,45167,13,0,0,0,1,No
1,110980,0,12900,8,950,4,0,0,No
0,78032,0,24046,23,0,0,0,1,No
0,176262,0,12678,8,150,1,1,1,No
0,239576,0,13301,12,0,0,0,1,No
0,642756,0,37889,15,1000,2,0,1,No
0,41370,0,51335,9,0,0,0,1,No
0,92905,0,1766,10,0,0,0,1,No
1,7430,0,10500,5,0,0,0,0,No
1,68390,0,3450,3,950,2,0,0,No
0,18366,0,1100,3,1100,3,0,0,No
1,197673,0,48932,15,0,0,0,1,No
0,11789,0,28756,20,900,2,0,1,No
0,213539,0,2750,15,0,0,0,0,No
0,13310,0,0,0,0,0,0,0,No
0,207395,0,55903,17,500,1,0,1,No
0,25688,2396,3103,10,0,0,0,1,No
0,259582,0,3833,21,1762,9,0,1,No
1,288379,0,15942,8,1442,5,0,0,No
0,3580,0,130,3,0,0,0,0,No
0,84305,0,78931,15,0,0,0,1,No
0,4780,0,0,0,0,0,0,0,No
0,88192,0,47848,22,500,1,0,1,No
0,105665,0,31226,13,0,0,1,1,Yes
1,24756,0,7720,26,500,2,0,1,No
1,51304,1362,11611,40,10075,36,1,0,No
0,12404,0,1950,7,1200,4,0,0,No
0,80988,0,4413,5,0,0,0,1,No
1,5617,0,4400,4,400,1,0,0,No
1,68023,0,119512,33,500,1,1,1,Yes
0,108100,0,45113,17,1000,2,0,1,No
0,17470,0,4100,9,2500,5,0,0,No
0,138332,0,67836,17,0,0,0,1,No
0,4087,0,500,4,0,0,0,0,No
0,40264,0,19137,13,0,0,0,1,No
0,13290,0,3175,5,0,0,0,0,No
1,130761,0,52423,15,0,0,0,1,No
0,14371,0,28723,13,0,0,0,1,No
0,25322,0,23821,16,0,0,0,1,No
0,55356,0,23871,15,0,0,1,1,Yes
0,134501,0,59855,32,1193,2,0,1,No
0,63311,0,29318,11,0,0,0,1,No
1,90307,0,3150,3,650,2,0,0,No
0,2198,0,16070,12,0,0,0,1,No
0,43749,5583,9557,5,0,0,0,1,Yes
0,7730,0,375,3,0,0,0,0,No
0,16171,0,2875,16,0,0,0,0,No
1,192108,1000,10200,3,200,2,0,0,No
0,35895,0,15720,11,0,0,0,1,No
0,46578,0,8322,12,0,0,0,1,No
0,54309,0,6772,7,250,1,0,1,No
1,45613,0,29117,16,350,1,0,1,No
1,297127,0,27415,16,0,0,1,1,No
0,93148,0,7776,18,0,0,0,1,Yes
0,27905,0,3794,11,0,0,0,1,No
1,139983,0,17289,24,100,2,0,1,No
0,188703,0,62973,53,500,1,0,1,Yes
0,19479,0,2250,4,0,0,0,0,No
0,63635,0,5175,31,50,1,0,0,No
0,77203,0,66817,16,0,0,0,1,No
0,19020,0,330,3,0,0,0,0,No
0,61172,0,6875,10,0,0,0,1,No
0,7342,0,0,0,0,0,0,0,No
0,62076,0,11221,15,1050,2,0,1,No
0,13046,0,0,0,0,0,0,0,No
1,11527,0,16874,27,3880,6,0,1,No
0,77814,0,43914,17,0,0,1,1,No
1,75303,0,74990,15,0,0,0,1,No
0,7545,0,616,6,0,0,0,1,No
0,26972,0,0,0,0,0,0,0,No
0,184805,0,52755,22,0,0,0,1,No
0,93971,0,62023,22,450,3,0,1,No
0,66328,0,40522,14,0,0,0,1,No
0,51745,0,41377,14,0,0,0,1,No
0,64341,0,63621,13,0,0,0,1,No
1,49708,0,0,0,0,0,0,0,No
0,46926,0,27889,15,0,0,0,1,Yes
1,199418,1000,25590,39,3199,9,0,1,No
0,9126,0,1202,13,350,1,0,1,No
1,95109,0,26149,8,0,0,0,1,No
0,65706,0,21958,17,0,0,0,1,No
0,9862,0,31280,15,0,0,0,0,No
1,253349,0,68947,18,1000,2,1,1,Yes
0,25541,0,660,3,0,0,0,0,No
0,5580,0,60,2,0,0,1,0,No
0,37514,0,35874,31,500,1,0,1,No
0,67083,0,4600,4,500,1,0,0,No
0,92646,0,27177,16,0,0,0,1,No
0,21110,0,3402,12,0,0,0,1,No
0,102570,0,70503,20,0,0,0,1,No
0,15876,0,0,0,0,0,1,0,No
0,8957,0,0,0,0,0,1,0,No
0,5375,0,2000,9,0,0,0,0,No
0,109114,0,31956,27,0,0,0,1,Yes
0,23432,0,1162,10,0,0,0,1,No
0,111384,0,26669,14,0,0,0,1,No
1,69880,0,4635,5,0,0,0,0,No
0,11289,0,1500,5,0,0,0,0,No
0,119676,500,550,4,550,4,0,0,No
0,21847,0,929,4,903,3,0,1,No
0,40808,0,38612,27,400,2,0,1,No
0,47509,0,21210,10,1000,2,0,1,Yes
0,20248,0,18507,37,1700,5,0,1,No
0,3441,0,1643,6,0,0,0,1,No
0,35216,0,9959,14,0,0,0,0,No
0,63036,0,9006,14,0,0,0,1,No
0,20844,0,20844,10,0,0,0,1,No
0,42420,0,1000,1,0,0,0,0,No
0,36254,0,7232,7,0,0,0,0,No
0,22412,0,11654,12,0,0,0,1,Yes
0,11512,0,3667,14,0,0,0,1,No
0,1703,0,1230,4,0,0,0,1,No
0,51471,0,15505,32,412,1,1,1,No
0,70518,0,2000,3,1000,2,0,0,No
1,431824,0,30480,16,500,1,0,1,No
0,25577,0,33420,18,0,0,0,1,No
0,17111,0,13577,10,0,0,0,1,Yes
0,99336,0,14195,14,500,1,0,1,No
1,67612,0,0,0,0,0,0,0,No
0,38918,0,6505,29,618,2,0,0,No
0,72812,0,16930,17,50,1,0,1,No
1,134937,0,500,1,0,0,1,0,No
0,121688,0,31631,15,0,0,0,1,No
0,162410,0,20203,17,0,0,0,1,No
1,59821,500,4200,4,200,2,0,0,No
0,96053,0,2200,6,2200,6,0,0,No
0,171946,0,19198,28,0,0,0,1,No
0,15737,0,220,3,0,0,0,0,No
0,77814,0,14786,11,0,0,0,1,No
0,53768,0,4798,16,450,1,0,1,No
0,245731,0,34322,35,0,0,0,1,No
0,87366,0,18012,16,0,0,0,1,No
0,56461,0,40190,14,0,0,0,1,Yes
0,46855,0,8845,17,0,0,0,1,No
0,53027,0,0,0,0,0,0,0,No
0,96610,0,66298,22,0,0,0,1,No
0,61450,0,7927,10,0,0,0,1,No
0,18538,0,2200,3,0,0,0,0,No
0,28319,0,18449,13,0,0,0,1,No
0,107360,0,15641,15,0,0,0,1,Yes
0,32510,0,14568,13,0,0,0,1,No
0,9753,0,1235,3,0,0,0,0,No
0,13033,0,1625,6,0,0,0,0,No
0,17609,0,803,5,803,5,0,0,No
0,104052,0,6016,12,0,0,0,1,No
0,13878,0,0,0,0,0,0,0,No
0,7254,0,0,0,0,0,0,0,No
0,12560,0,1282,6,1282,6,0,0,No
0,94938,0,12999,21,0,0,0,1,No
0,86143,0,29652,11,500,1,0,1,No
0,138512,0,30130,15,50,1,0,1,No
0,66875,0,3206,17,0,0,0,1,No
0,96026,0,25670,19,0,0,0,1,Yes
0,31572,0,0,0,0,0,0,0,No
0,11834,0,0,0,0,0,0,0,No
0,23552,0,36165,11,0,0,0,1,Yes
0,66052,0,8380,8,0,0,0,0,No
0,55639,0,2750,15,0,0,0,1,No
0,68226,0,3147,8,200,2,0,1,Yes
0,37953,0,62571,28,0,0,0,1,Yes
0,17810,0,1375,4,0,0,0,0,No
0,21915,0,7000,33,0,0,0,1,Yes
1,32563,0,4200,3,200,1,0,0,No
0,49479,0,5500,24,100,1,0,0,No
0,23854,0,22498,18,250,3,0,1,No
0,60049,0,0,0,0,0,0,0,No
0,75112,0,35532,14,500,1,0,1,No
0,19787,0,2016,9,500,1,0,1,Yes
0,30664,0,21242,22,700,5,1,1,No
0,91716,0,6978,12,0,0,0,1,No
1,219174,0,4500,5,2000,4,0,0,No
0,16495,0,18779,11,0,0,0,1,No
0,25963,0,8183,25,0,0,0,1,No
0,1701,0,10,1,0,0,0,1,No
0,73852,0,0,0,0,0,0,0,No
0,12791,0,0,0,0,0,0,0,No
0,39020,0,1295,4,0,0,0,0,No
0,1076,0,11379,8,0,0,0,1,No
0,34443,1440,2125,10,0,0,0,0,No
0,4735,0,275,2,0,0,0,0,No
0,41279,967,3664,4,3164,3,0,0,No
0,4708,0,1000,1,0,0,1,0,No
1,63090,0,12059,20,350,3,0,1,Yes
0,156544,0,46593,13,0,0,0,1,No
0,12239,0,2912,5,0,0,0,0,No
0,101464,0,14610,13,0,0,0,1,No
0,55147,0,29219,13,0,0,0,1,Yes
0,59424,0,36600,23,1000,3,0,1,Yes
0,52084,0,4836,7,0,0,0,1,No
1,368535,0,146201,21,2600,6,0,1,No
0,116288,0,65073,18,0,0,0,1,No
0,114508,0,29960,22,1250,8,0,1,No
0,456509,0,500,1,500,1,0,0,No
0,19634,0,0,0,0,0,0,0,No
0,56258,0,38591,23,500,1,0,1,No
1,102373,0,67212,33,6600,14,1,1,No
0,20426,0,3993,7,3493,6,0,0,No
0,13034,0,60000,6,0,0,0,1,No
0,22455,0,38814,17,0,0,0,1,No
0,11604,0,95,2,0,0,0,0,No
0,72510,0,31469,12,0,0,0,1,No
0,33383,0,0,0,0,0,0,0,No
0,181200,0,7514,21,0,0,0,1,No
0,17500,0,17500,2,0,0,0,0,No
0,22751,0,4500,9,4500,9,0,0,No
0,12465,0,380,3,0,0,0,0,No
0,6316,0,0,0,0,0,0,0,No
0,66860,0,12667,20,980,5,0,1,No
0,975,0,350,3,0,0,0,0,No
0,197973,0,72345,14,1029,2,0,1,No
0,50909,0,14830,18,0,0,0,1,No
0,79500,0,21489,15,0,0,0,1,No
0,15875,0,24918,12,0,0,0,1,No
1,159109,0,19554,24,1557,6,1,1,No
0,12906,0,0,0,0,0,0,0,No
0,14155,0,3250,19,0,0,0,0,No
0,576,0,12082,14,0,0,0,1,No
0,48896,0,4081,12,3397,10,0,0,No
0,27669,0,3375,20,0,0,0,0,Yes
0,21708,0,12811,13,0,0,0,1,No
0,10643,0,40585,14,850,2,0,1,No
0,264685,0,57505,16,0,0,0,1,No
0,35433,0,1600,3,0,0,1,0,No
0,162369,0,41359,15,500,1,0,1,Yes
0,6206,0,375,3,0,0,0,0,No
